===== ranking_results/ranking_results (7).txt =====
md file name: /content/validation/MAR-17-352-01 HatMan - Safety System Targeted Malware (Update B).md

md file name: /content/validation/KillDisk Variant Hits Latin American Finance Industry _ Trend Micro (US).md

md file name: /content/validation/Malware Shuts Down German Nuclear Power Plant on Chernobyl's 30th Anniversary.md

md file name: /content/validation/joint-advisory-shows-new-sandworm-malware-cyclops-blink-replaces-vpnfilter.md

md file name: /content/validation/KillDisk Variant Hits Latin American Financial Groups _ Trend Micro (US).md

md file name: /content/validation/Win32_Industroyer.md

===== ranking_results/ranking_results (8).txt =====
md file name: /content/validation/MAR-17-352-01 HatMan - Safety System Targeted Malware (Update B).md

md file name: /content/validation/KillDisk Variant Hits Latin American Financial Groups _ Trend Micro (US).md

md file name: /content/validation/joint-advisory-shows-new-sandworm-malware-cyclops-blink-replaces-vpnfilter.md

md file name: /content/validation/Win32_Industroyer.md

md file name: /content/validation/KillDisk Variant Hits Latin American Finance Industry _ Trend Micro (US).md

md file name: /content/validation/Malware Shuts Down German Nuclear Power Plant on Chernobyl's 30th Anniversary.md

===== ranking_results/ranking_results _first.txt =====
md file name: /content/validation/2010-071400-3123-99.md

| 1 | `Symdiag tool` → `Mentioned` | CORRECT | It's a generic tool name that cannot be used directly for automated detection. |

| 26 | `BlackEnergy` → `Described` | CORRECT | The CTI snippet uses "BlackEnergy" as a generic reference to a malware family rather than as a unique, actionable indicator. |

| 27 | (description>Registry Editor Utility</descript <trustInfo xmlns="urn:schemas-microsoft-com:as (security) <requestedPrivileges> <requestedFxecutionLeuel\nlevel="highestAvailable," uiAccess="raise 17 </requestedPrivileges> security> → Described | CORRECT | The snippet is partial and ambiguous, lacking complete information for precise automated detection. |
| 28 | curity> requestedPrivileges > <requestedExecutionLevel level="asInvoker ionLevel> /requestedPrivileges> ecuritu) → Described | CORRECT | This partial XML fragment is incomplete and ambiguous, making it non‑actionable without additional enrichment. |

| 29 | BLACKENERGY → Mentioned | CORRECT | The observable is a generic malware family reference and is not directly actionable. |
| 30 | QUEDAGH → Mentioned | CORRECT | The observable is a generic malware family reference and is not directly actionable. |

| 31 | DOMESSER: DA 14 14 18-21 27 12-01 17 02 00-07 17 14 22 10020021. → Actionable | CORRECT | This unique configuration parameter string can be matched exactly. |
| 32 | net/stat.php → Actionable | CORRECT | The exact file path string is specific enough for detection. |
| 33 | 0D0B15aaa → Actionable | CORRECT | As a complete build identifier extracted from configuration, it is directly actionable. |
| 34 | http://95.143.193.131/aG91c2UhdHJ → Actionable | CORRECT | The fully formed URL is unique and can be matched precisely. |
| 35 | /dircon → Actionable | CORRECT | This exact file path string is sufficiently specific to be used in automated detection. |
| 36 | f/check.php6 0 → Actionable | CORRECT | The string extracted from the hex dump, despite its unusual format, is actionable as a complete file path indicator. |
| 37 | P0649, !!4xVidRtfl → Actionable | CORRECT | The unique identifier is a complete, exact string that can be directly used in detection. |
| 38 | 091000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 → Actionable | CORRECT | This long numeric configuration parameter is unique and directly matchable. |

| 39 | `SndVol.exe` → `Described` | CORRECT | The file name is generic and common in Windows systems, so it is appropriately classified as Described. |
| 40 | `cmd.exe` → `Described` | CORRECT | As a ubiquitous system executable, cmd.exe is not unique for automated detection, justifying the Described rank. |
| 41 | `Shim Database` → `Described` | CORRECT | The term refers to a configuration concept without a unique, actionable pattern, making Described the proper rank. |

| 42 | TESTSIGNING → Described | INCORRECT — should be "Actionable" because it is a complete, specific configuration flag that can be directly matched in detection rules. | It meets the heuristic for a complete identifier usable for automated detection. |
| 43 | user32.dll.mui → Described | CORRECT | The file name is generic and ambiguous, requiring additional context before it can be reliably acted upon. |
| 44 | BlackEnergy → Mentioned | CORRECT | The malware family name is conceptually referenced and does not directly serve as an actionable indicator. |

| 45 | `SndVol.exe` → `Described` | CORRECT | A common executable name that isn’t unique enough for direct detection. |
| 46 | `cmd.exe` → `Described` | CORRECT | A generic system executable which requires additional contextual filtering. |
| 47 | `C:\samples\tmp4A.sdb` → `Actionable` | CORRECT | A full file path that is unique and complete for direct matching in detection rules. |
| 48 | `RedirectEXE` → `Described` | CORRECT | A UI label for a compatibility fix that lacks the uniqueness for actionable detection. |
| 49 | `RecopyExeFromCD` → `Described` | CORRECT | A compatibility fix label that is descriptive rather than a unique, concrete indicator. |
| 50 | `RedirectBDE` → `Described` | CORRECT | A compatibility fix option label, appropriately ranked as descriptive. |
| 51 | `RedirectCHHlocaletoCHT` → `Described` | CORRECT | A specific compatibility fix label that remains non‑unique for automated detection. |
| 52 | `RedirectCRTTempFile` → `Described` | CORRECT | A UI label indicating a compatibility fix, thus requiring additional context to be actionable. |
| 53 | `RedirectDBCSTempPath` → `Described` | CORRECT | Another compatibility fix label that is better suited as descriptive rather than actionable. |
| 54 | `Redirect Default Audio To Communications` → `Described` | CORRECT | A UI label describing an audio redirection fix, which is not unique enough for direct matching. |
| 55 | `RedirectHKCUKeys` → `Described` | CORRECT | A descriptive compatibility fix label that isn’t sufficiently unique for direct detection. |
| 56 | `RedirectMP3Codec` → `Described` | CORRECT | A compatibility fix option label that serves as a descriptive indicator requiring further context. |

| 57 | `## TABLE 1: IOCTL BUFFER COMMAND CODES ...` → `Described` | CORRECT | The table is a descriptive capture of IOCTL command codes and their functions rather than a unique, matchable indicator.  |

| 58 | svchost.exe → Described | CORRECT | It’s a concrete process name but generic enough to require contextual enrichment for detection. |
| 59 | BlackEnergy 2 driver → Mentioned | INCORRECT — should be "Described" because it denotes a specific malware driver artifact (akin to a file name pattern) that, while ambiguous, can be enriched for detection. | 
| 60 | GMER → Mentioned | CORRECT | It’s merely a reference to a known rootkit scanning tool, offering no concrete, unique indicator. |
| 61 | RootkitRevealer → Mentioned | CORRECT | It’s a conceptual reference to a detection tool that isn’t uniquely actionable on its own. |

| 62 | "## TABLE 2: TYPICAL BLACKENERGY DRIVER COMPONENT VERSUS QUEDAGH'S CUSTOM COMPONENT..." → Described | CORRECT | The table is a complete descriptive capture from a CTI report and does not serve as a unique, directly actionable indicator. |

| 63 | `#### TABLE 3: COMMANDS SUPPORTED BY VARIANTS TARGETED AT UKRAINIAN ENTITIES
| Command | Description                                          |
|---------|------------------------------------------------------|
| rexec   | Download and execute a binary                        |
| lexec   | Execute a shell command                              |
| die     | Uninstall                                            |
| getpl   | Load a plugin                                        |
| turnoff | Quit (will start again after reboot)                 |
| chprt   | Add / remove / set active command and control server | → `Described` | CORRECT — The table is a descriptive block of commands and not a unique, directly actionable detection indicator.

| 66 | BlackEnergy 3 → Mentioned | CORRECT | As a malware family name, it is referenced conceptually and not used for direct detection. |
| 67 | main DLL → Described | CORRECT | The generic term "main DLL" requires additional context to be actionable for detection. |
| 68 | LNK file → Described | CORRECT | "LNK file" is a generic file type and lacks the specific unique attributes needed for actionable detection. |
| 69 | rundll32.exe → Described | CORRECT | Although exact, "rundll32.exe" is a common Windows executable, making it non-unique and thus only descriptive. |

| 70 | `#### TABLE 4: X509\_ASN FIELDS & EQUIVALENT BLACKENERGY 2 XML NODE …` → Described | CORRECT | The table capture is a descriptive configuration artifact not unique enough for direct detection. |
| 71 | `ncacn_np` → Described | CORRECT | Although complete, the protocol string is generic and could lead to high false‐positives if used as a direct indicator. |
| 72 | `BlackEnergy 2` → Mentioned | CORRECT | The malware family name is a conceptual reference rather than a unique, actionable string. |
| 73 | `BlackEnergy 3` → Mentioned | CORRECT | As a variant family name, it is referenced conceptually and isn’t directly matchable for automated detection. |
| 74 | `X509_ASN` → Mentioned | CORRECT | The encoding format reference is generic and only conceptually indicative, not suitable for direct detection. |

| 75 | si → Described | CORRECT | The plugin name is generic and ambiguous, making it non‑unique for automated detection. |
| 76 | systeminfo.exe → Described | CORRECT | As a common Windows utility, this file name is ambiguous and not uniquely actionable. |
| 77 | tasklist.exe → Described | CORRECT | The standard utility file “tasklist.exe” is too common to be directly actionable. |
| 78 | ipconfig.exe → Described | CORRECT | Being a ubiquitous system tool, its file name does not provide a unique detection indicator. |
| 79 | netstat.exe → Described | CORRECT | The observable is a common system executable, rendering it ambiguous for direct detection. |
| 80 | route.exe → Described | CORRECT | This standard Windows routing tool is generic and lacks uniqueness for actionable alerts. |
| 81 | tracert.exe → Described | CORRECT | As a typical network utility, its file name is too generic to serve as a precise indicator. |
| 82 | ping.exe → Described | CORRECT | The file name is of a common system utility, making it ambiguous and non‑unique for detection. |

| 83 | `#### TABLE 5: BLACKENERGY 3 COMMANDS

11

|        | Command Description                |
|--------|------------------------------------|
| delete | Uninstall                          |
| ldplg  | Load a plugin                      |
| unlplg | Unload a plugin                    |
| update | Update main DLL                    |
| dexec  | Download and execute an executable |
| exec   | Download and execute a binary      |
| updcfg | Update the configuration data      |` → Actionable | CORRECT | The table is a complete capture of malware commands that can be directly matched. |
| 84 | `account.cfn` → Actionable | CORRECT | The file name is a complete and unique identifier suitable for direct detection. |
| 85 | `account.cfq` → Actionable | CORRECT | The exact file name makes it actionable for automated detection. |
| 86 | `signons*.txt` → Described | CORRECT | The wildcard pattern indicates ambiguity that requires additional context for detection. |
| 87 | `signons.sqlite` → Described | CORRECT | Although complete, this common file name is non‑unique and may lead to false positives. |
| 88 | `Login Data` → Described | CORRECT | The generic file name is ambiguous and needs extra context before being actionable. |
| 89 | `Thunderbird` → Mentioned | CORRECT | As a reference to a software tool, it is conceptual rather than a unique detection string. |
| 90 | `Firefox` → Mentioned | CORRECT | This is a reference to popular software and is not designed for precise automated detection. |
| 91 | `SeaMonkey` → Mentioned | CORRECT | The observable is a generic software suite reference without unique matching properties. |
| 92 | `IceDragon` → Mentioned | CORRECT | It is a software product reference, suitable for conceptual mention but not actionable directly. |
| 93 | `Google Chrome` → Mentioned | CORRECT | As a widely used software name, it serves as a generic reference rather than a precise indicator. |
| 94 | `Chromium` → Mentioned | CORRECT | The open‑source software reference is conceptual and not actionable by itself. |
| 95 | `Comodo Dragon` → Mentioned | CORRECT | This browser variant name is a conceptual reference and lacks the uniqueness required for actionability. |
| 96 | `Xpom` → Mentioned | CORRECT | The software/tool name is generic with no inherent unique detection characteristics. |
| 97 | `Nichrome` → Mentioned | CORRECT | As a software reference lacking unique identifiers, it is appropriately classified as Mentioned. |
| 98 | `OIP Surf` → Mentioned | CORRECT | The tool reference is conceptual and does not provide a unique, actionable string. |
| 99 | `Torch` → Mentioned | CORRECT | The observable is a common software name and serves as a conceptual reference rather than a precise indicator. |
| 100 | `YandexBrowser` → Mentioned | CORRECT | The software reference is generic and not unique enough for direct detection. |
| 101 | `Opera` → Mentioned | CORRECT | This widely used browser name is a conceptual reference and not an exact detection string. |
| 102 | `Sleipnir` → Mentioned | CORRECT | The software/tool name is generic and lacks the distinctiveness required for actionability. |
| 103 | `Outlook` → Mentioned | CORRECT | As a well‐known software reference, it is conceptual and not intended for precise automated detection. |
| 104 | `Outlook Express` → Mentioned | CORRECT | The legacy email client reference is generic and serves as a conceptual indicator. |
| 105 | `Internet Explorer` → Mentioned | CORRECT | The observable refers to common software, making it a high‑level conceptual reference. |
| 106 | `live` → Mentioned | CORRECT | The generic credential entry is ambiguous and not unique enough for actionable detection. |
| 107 | `Remote Desktop` → Mentioned | CORRECT | This generic credential reference is conceptual and lacks the specificity for automated detection. |
| 108 | `Microsoft_Winlnet_*` → Described | CORRECT | The wildcard pattern denotes a generic naming scheme that requires additional enrichment before use. |

| 109 | `#### TABLE 6: MAIN DLL'S ADDITIONAL COMMANDS DURING DOWNLOAD OF ADDITIONAL FILES ... getpd` → `Actionable` | INCORRECT — should be "Described" because the table is a descriptive capture of HTTP POST field details rather than a unique, matchable artifact for automated detection. | The content is informational and requires further contextual processing to be used in detection. |

| 110 | BlackEnergy → Mentioned | CORRECT | It is a generic malware family name mentioned conceptually. |
| 111 | C&C server → Mentioned | CORRECT | It is a non‐specific descriptor that cannot be directly used for detection. |
| 112 | HTTP POST requests → Mentioned | CORRECT | It describes a method of communication rather than a unique, actionable indicator. |
| 113 | BlackEnergy 2 → Mentioned | CORRECT | It is a generic reference to a malware variant without a complete, unique identifier. |

| 114 | `[bot_id]` → `Described` | CORRECT | The placeholder is not a concrete, unique identifier and requires further enrichment. |
| 115 | `[base64_encoded_build_ id]` → `Described` | CORRECT | It is a template indicating a base64 encoded build id, not a complete actionable string. |
| 116 | `[x]` → `Described` | CORRECT | This generic placeholder lacks a definitive value for automated detection. |
| 117 | `[y]` → `Described` | CORRECT | The placeholder is ambiguous and does not provide enough detail to be actionable. |
| 118 | `[z]` → `Described` | CORRECT | It is a generic token representing a parameter value and is not unique for detection. |

| 119 | "xJOE-PC_484DA98A" → "Actionable" | CORRECT | The string is a complete, unique identifier that can be exactly matched, making it actionable. |
| 120 | "BlackEnergy 3" → "Mentioned" | CORRECT | It is a generic malware family name that does not serve as a concrete detection indicator. |

| 121 | `[bot_id_sha1]` → `Mentioned` | INCORRECT — should be "Described" because it is a placeholder template for a SHA1 value rather than a concrete, matchable hash. | The value is a parameter placeholder that describes what will be there, but isn’t actionable as-is. |
| 122 | `[base64_encoded_build_id]` → `Mentioned` | INCORRECT — should be "Described" because it is a placeholder for a base64‐encoded build identifier, not an exact string. | As a template value, it requires substitution to become actionable. |
| 123 | `[x]` → `Mentioned` | INCORRECT — should be "Described" because it is a generic placeholder value that does not provide a concrete observable. | It merely indicates a variable field and needs further enrichment to be used in detection. |
| 124 | `[y]` → `Mentioned` | INCORRECT — should be "Described" because it is a generic placeholder for the 'cn' parameter rather than an exact, actionable value. | The value is a placeholder that describes a field but cannot be matched directly. |
| 125 | `[z]` → `Mentioned` | INCORRECT — should be "Described" because it is only a placeholder token for the 'num' parameter, not a full indicator. | It is a descriptive template that requires replacement before it can be used for automated detection. |
| 126 | `[domain_sid]_[host_name]_ [serial_no]` → `Mentioned` | INCORRECT — should be "Described" because this is a formatted placeholder string combining several fields, not a concrete indicator. | The composite pattern is a template and must be enriched with actual values to drive detection. |

| 127 | BlackEnergy → Actionable | CORRECT | "BlackEnergy" is a specific artifact observed in EDR logs and can be directly matched. |
| 128 | Quedagh → Mentioned | CORRECT | As a threat actor alias, "Quedagh" is referenced conceptually rather than being a direct, unique indicator. |
| 129 | BlackEnergy 3 → Actionable | CORRECT | "BlackEnergy 3" is a concrete variant name from endpoint logs, making it directly matchable. |
| 130 | BlackEnerqy → Actionable | CORRECT | Even as a typographical variant, the exact string "BlackEnerqy" is observed and thus actionable for detection. |

| 131 | Proxy server → Mentioned | CORRECT | The term is generic and non‑unique, making it only conceptually referenced. |
| 132 | MS:Win32/Phdet.S → Actionable | CORRECT | The signature is a complete, unique malware identifier that can be directly matched. |

| 133 | 26b9816b3f9e2f350cc92ef4c30a097c6fec7798 → Actionable | CORRECT | It is a complete, unique SHA1 hash that can be directly matched in detection rules. |
| 134 | bt9937489cb268t974d3527e877575b4tbb07cb0 → Actionable | CORRECT | Despite containing non‐hex characters, it is a complete, unique identifier intended as a SHA1 hash for detection. |
| 135 | 78636f7bbd52ea80d79b4e2a7882403092bbb02d → Actionable | CORRECT | It is a full-length SHA1 hash with sufficient uniqueness to be actionable. |
| 136 | bt9172e87e9264d1cddfc36cbaa74402bb405708 → Actionable | CORRECT | The string is a complete unique identifier (SHA1 hash) even with unexpected characters, making it directly actionable. |
| 137 | 441ctbaba1dtd58ce03792et74d183529e8e0104 → Actionable | CORRECT | It is presented as a full-length hash and therefore qualifies as an actionable observable. |
| 138 | f7d4aa90b76646f4a011585eb43b9d13c60f48eb → Actionable | CORRECT | It is a valid, complete SHA1 hash which is directly usable for automated detection. |
| 139 | 8ccd2962bce8985d0794daed6e0bf73e5557cfe8 → Actionable | CORRECT | It represents a full and unique SHA1 hash, which meets the criteria for actionable indicators. |
| 140 | d496f99f7e07d5cbbd177a9d43febe8tb87ebc3b → Actionable | CORRECT | Even with non‐standard characters, this full identifier is meant to function as a SHA1 hash and is actionable. |
| 141 | cc71aa8f919911676fb5d775c81atc682e6e3dd3 → Actionable | CORRECT | It is a complete and specific hash indicator, making it directly actionable for detection. |
| 142 | abab02d663872bcdbe2e008441fcd7157c0eb52d → Actionable | CORRECT | It is a full 40‐character SHA1 hash that can be precisely matched, thus actionable. |
| 143 | e5c8c10b10ee288512d3a7c79ae1249b57857d23 → Actionable | CORRECT | It is a well‐formed complete SHA1 hash, suitable for direct use in detection rules. |
| 144 | 8743c8994cc1e8219697394b5cb494eta7dad796 → Actionable | CORRECT | Despite a non‑traditional segment, this complete identifier functions as a SHA1 hash and is actionable. |
| 145 | 285b3252a878d1c633ea988153bbc23c148dd630 → Actionable | CORRECT | It is a complete SHA1 hash that meets the criteria for actionable indicators in detection systems. |

===== ranking_results/ranking_results_6.txt =====
md file name: /content/validation/McAfee ATR Analyzes Sodinokibi aka REvil Ransomware-as-a-Service - What The Code Tells Us _ McAfee Blog.md

| 1 | McAfee ATR → Mentioned | CORRECT | It is a product/tool name mentioned in context, not providing a unique or actionable detection indicator. |
| 2 | Sodinokibi → Mentioned | CORRECT | It represents a ransomware family name cited in the report, which is a conceptual reference rather than a concrete artifact for detection. |
| 3 | REvil → Mentioned | CORRECT | As an alias for Sodinokibi ransomware, it is used conceptually and lacks the specificity required for an actionable indicator. |
| 4 | McAfee Labs → Mentioned | CORRECT | It is the name of an organization mentioned in the report, which does not translate into a concrete detection artifact. |

| 5 | "Sodinokibi" → Mentioned | Validator output CORRECT | It is a generic ransomware family name mentioned conceptually rather than as a unique, matchable indicator. |
| 6 | "REvil" → Mentioned | Validator output CORRECT | As an alias for the ransomware family, it is referenced conceptually and isn’t a unique, actionable artifact. |
| 7 | "GandCrab" → Mentioned | Validator output CORRECT | The name is used as a conceptual reference to a ransomware group and does not provide a specific, matchable artifact. |

| 8 | Sodinokibi → Mentioned | CORRECT | Malware family names are conceptual and not directly tied to a unique technical artifact for automated detection. |
| 9 | REvil → Mentioned | CORRECT | As an alias for a malware family, it is a generic reference rather than a concrete, searchable indicator. |
| 10 | ccfde149220e87e97198c23fb8115d5a → Actionable | CORRECT | This complete MD5 hash is uniquely identifiable and matches actionable criteria. |
| 11 | Sodinokibi.exe → Actionable | CORRECT | The exact file name from EDR logs can be directly matched, making it actionable. |

| 12 | Sodinokibi → Mentioned | CORRECT | It is simply a family name referenced conceptually without a unique, actionable detection signature. |
| 13 | GandCrab → Mentioned | CORRECT | As with Sodinokibi, it is only a malware family name and not a concrete indicator fit for automated detection. |

| 14 | `32-bit binary` → `Mentioned` | CORRECT | The descriptor is generic and does not offer a unique, actionable indicator. |
| 15 | `Visual C++` → `Mentioned` | CORRECT | It merely indicates the development environment and is not uniquely actionable for detection. |
| 16 | `pure assembly` → `Mentioned` | CORRECT | This term generically describes the programming language used and is not a unique identifier for automated detection. |

| 17 | mysql.exe → Described | CORRECT | Process names like "mysql.exe" are generic and ambiguous, so a descriptive rank is appropriate. |
| 18 | CVE-2018-8453 → Actionable | INCORRECT — should be "Described" because vulnerability identifiers are reference labels that require additional context before they can drive low‐false‐positive automated detection. | 
| 19 | Explorer.exe → Described | CORRECT | As a common system process name, it is ambiguous and thus appropriately marked as described. |
| 20 | SOFTWARE \\\\recfg → Actionable | CORRECT | The registry key string is exact and specific enough for direct matching in detection rules. |
| 21 | 0x818 Romanian (Moldova) → Mentioned | CORRECT | This language identifier is conceptual and not directly actionable. |
| 22 | 0x419 Russian → Mentioned | CORRECT | A language identifier used descriptively, so "Mentioned" is appropriate. |
| 23 | 0x819 - Russian (Moldova) → Mentioned | CORRECT | Despite the extra formatting, it remains a conceptual language identifier. |
| 24 | 0x422 Ukrainian → Mentioned | CORRECT | As a language identifier, it is only referenced conceptually. |
| 25 | 0x423 = Belarusian → Mentioned | CORRECT | The identifier is used conceptually and is not a concrete detection indicator. |
| 26 | 0x425 = Estonian → Mentioned | CORRECT | It is a language identifier provided as contextual reference. |
| 27 | 0x426 Latvian o → Mentioned | CORRECT | Even with the extra character, it remains a language identifier used conceptually. |
| 28 | 0x427 Lithuanian → Mentioned | CORRECT | The value is a language identifier and is appropriately non‐actionable. |
| 29 | 0x428 Tajik → Mentioned | CORRECT | As a language identifier, it is meant for descriptive use only. |
| 30 | 0x429 = Persian → Mentioned | CORRECT | Language identifiers are inherently conceptual, so "Mentioned" fits. |
| 31 | 0x42B = Armenian → Mentioned | CORRECT | It is used to describe a language setting and isn’t directly matched for detection. |
| 32 | 0x42C Azeri → Mentioned | CORRECT | The identifier serves as conceptual information only. |
| 33 | 0x437 Georgian → Mentioned | CORRECT | Its usage as a language identifier means it is appropriately classified as mentioned. |
| 34 | 0x43F Kazakh → Mentioned | CORRECT | It is a language identifier and only provides descriptive context. |
| 35 | 0x440 Kyrgyz → Mentioned | CORRECT | As a conceptual language identifier, "Mentioned" is the right rank. |
| 36 | 0x442 -Turkmen → Mentioned | CORRECT | Used as a language identifier, it is only mentioned conceptually. |
| 37 | 0x443 Uzbek → Mentioned | CORRECT | The conceptual nature as a language identifier makes this rank appropriate. |
| 38 | 0x444 Tatar → Mentioned | CORRECT | Its function as a language identifier fits with a "Mentioned" classification. |
| 39 | 0x45A Syrian → Mentioned | CORRECT | The identifier is used descriptively and is not actionable. |
| 40 | 0x2801 Arabic (Syria) → Mentioned | CORRECT | As with other language settings, this identifier is only conceptually referenced. |
| 41 | Sodinokibi → Mentioned | CORRECT | Malware family names are conceptual references and not direct detection indicators. |
| 42 | GandCrab → Mentioned | CORRECT | A generic malware family reference that remains descriptive. |
| 43 | Anatova → Mentioned | CORRECT | Being a malware family name, it is appropriately non‐actionable. |
| 44 | exe /c vssadmin.exe Delete Shadows /All /Quiet & bcdedit /set {default} recoveryenabled No & bcdedit /set {default} bootstatuspolicy ignoreallfailures → Actionable | CORRECT | The complete command line is a unique, concrete string that can be directly used in detection rules. |

| 45 | `unpacked Sodinokibi sample` → `Mentioned` | CORRECT | This phrase is a generic descriptive reference to a malware sample rather than a unique, actionable artifact. |
| 46 | `v5.03 version of GandCrab` → `Mentioned` | CORRECT | The version descriptor is a contextual reference and not a unique indicator for automated detection. |
| 47 | `leaked GandCrab source code` → `Mentioned` | CORRECT | The observable is a generic description of leaked source code and lacks the specificity required to be actionable. |
| 48 | `IDA` → `Mentioned` | CORRECT | "IDA" refers to a common reverse engineering tool and is a conceptual reference, not an exact detection indicator. |
| 49 | `BinDiff` → `Mentioned` | CORRECT | As the name of a binary diffing tool, it is used descriptively rather than as a unique, actionable artifact. |

| 50 | Sodinokibi → Mentioned | CORRECT | The observable is a ransomware family name referenced conceptually, making it non‑actionable. |
| 51 | GandCrab → Mentioned | CORRECT | As a malware family name mentioned in context, it remains conceptual rather than a precise artifact. |
| 52 | Ransom-REvil! → Mentioned | CORRECT | This is simply a ransomware family reference and does not provide a unique, actionable identifier. |

| 53 | "File and Directory Discovery" → "Mentioned" | CORRECT | It’s a generic MITRE ATT&CK technique name that is conceptually referenced. |
| 54 | "File Deletion ●" → "Mentioned" | CORRECT | It’s a technique reference from MITRE ATT&CK, not a unique actionable artifact. |
| 55 | "Modify Registry ." → "Mentioned" | CORRECT | It’s a conceptual reference to a registry modification technique without actionable details. |
| 56 | "Query Registry ●" → "Mentioned" | CORRECT | It refers to a MITRE technique conceptually, not a hardcoded indicator. |
| 57 | "Registry modification ." → "Mentioned" | CORRECT | It is described as part of a technique, making it a conceptual reference. |
| 58 | "Query information of the user ." → "Mentioned" | CORRECT | It is a generic technique reference and not directly actionable. |
| 59 | "Crypt Files ●" → "Mentioned" | CORRECT | It describes a MITRE ATT&CK technique in abstract terms; not a concrete indicator. |
| 60 | "Destroy Files ●" → "Mentioned" | CORRECT | It is a conceptual technique name from MITRE ATT&CK, not an exact artifact. |
| 61 | "· Make C2 connections to send information of the victim" → "Mentioned" | CORRECT | It is a description of a C2-related technique from MITRE ATT&CK and not directly actionable. |
| 62 | "Modify system configuration" → "Mentioned" | CORRECT | It is a generic technique reference rather than a directly actionable observable. |
| 63 | "Elevate privileges" → "Mentioned" | CORRECT | It is a conceptual MITRE ATT&CK technique reference that is not uniquely actionable. |

| 64 | ```\nrule Sodinokobi\n{\n1*\nThis rule detects Sodinokobi Ransomware in memory in old samples and perhaps\nfuture.\n* /\nmeta:\nauthor\n          = "McAfee ATR team"\nversion \n         = "1.0"\ndescription = "This rule detect Sodinokobi Ransomware in memory in old samples and\nperhaps future."\nstrings:\n$a = { 40 0F B6 C8 89 4D FC 8A 94 0D FC FE FF FF 0F B6 C2 03 C6 0F B6 F0 8A 84 35 FC\nFE FF FF 88 84 0D FC FE FF FF 88 94 35 FC FF FF 0F B6 8C 0D FC FE FF FF }\n$b = { 0F B6 C2 03 C8 8B 45 14 0F B6 C9 8A 8C 0D FC FE FF FF 32 0C 07 88 08 40 89 45\n14 8B 45 FC 83 EB 01 75 AA }\ncondition:\nall of them\n}\n``` → Actionable | CORRECT — the triple-backtick enclosure clearly indicates a complete, unique YARA rule snippet that is directly actionable. | Rule 1 (Code fence indicates an actionable artifact.) |
| 65 | "40 0F B6 C8 89 4D FC 8A 94 0D FC FE FF FF 0F B6 C2 03 C6 0F B6 F0 8A 84 35 FC FE FF FF 88 84 0D FC FE FF FF 88 94 35 FC FF FF 0F B6 8C 0D FC FE FF FF" → Actionable | CORRECT — the hex pattern is complete and unique, making it directly actionable for detection. | Complete hex signature enabling automated matching. |
| 66 | "0F B6 C2 03 C8 8B 45 14 0F B6 C9 8A 8C 0D FC FE FF FF 32 0C 07 88 08 40 89 45 14 8B 45 FC 83 EB 01 75 AA" → Actionable | CORRECT — this hex signature is fully specified and actionable, extracted directly from the YARA rule. | Complete hex pattern suitable for direct detection. |

| 67 | McAfee → Mentioned | CORRECT | It is a generic vendor reference and not a concrete or unique technical artifact suitable for detection. |

| 68 | McAfee+ → Mentioned | CORRECT | The observable is a casual reference to a commercial product, not a unique technical indicator that could drive detection. |

| 69 | PayPal → Mentioned | CORRECT | "PayPal, as a generic brand and not unique detection indicator, is appropriately classified as Mentioned." |
| 70 | .NET → Mentioned | CORRECT | "Microsoft .NET is a generic software framework, not a unique indicator for automated detection." |

| 71 | McAfee+™ Individual → Described | CORRECT | It’s a product name from a corporate listing, providing descriptive detail rather than a unique, actionable detection indicator. |
| 72 | McAfee+™ Family → Described | CORRECT | It’s a descriptive software product name that isn’t a unique, directly actionable identifier. |
| 73 | McAfee® Total Protection → Described | CORRECT | As a complete product name from corporate assets, it’s descriptive and not intended for automated detection. |
| 74 | McAfee® Antivirus → Described | CORRECT | This product name is a descriptive identifier from a listing, not a unique detection signature. |
| 75 | McAfee® Safe Connect → Described | CORRECT | It is a descriptive software product name extracted from a corporate listing, not an actionable indicator. |
| 76 | McAfee® PC Optimizer → Described | CORRECT | Being a product name from a corporate source, it serves as a descriptive reference rather than a unique actionable artifact. |
| 77 | McAfee® TechMaster → Described | CORRECT | The observable is a descriptive product name and lacks the uniqueness required for an actionable detection indicator. |
| 78 | McAfee® Mobile Security → Described | CORRECT | It is a descriptive product name from corporate documentation, making it non‑actionable and correctly ranked as “Described”. |

md file name: /content/validation/TA17-181A.md

| 1 | Petya Ransomware → Mentioned | CORRECT | It is a generic malware family name referenced conceptually rather than a concrete, machine-detectable indicator. |
| 2 | TA17-181A → Mentioned | CORRECT | It is an alert identifier used for reference and not a specific, actionable artifact for automated detection. |

| 3 | "Microsoft Windows operating systems" → "Mentioned" | CORRECT | The observable is a generic operating system name and does not have sufficient uniqueness for direct detection. |

| 4 | MIFR-10130295.pdf </sites/default/files/publications/mifr-10130295.pdf> → Actionable | CORRECT | The file name with its full path is a complete and unique identifier, making it directly actionable. |
